"HHID","h12q1","h12q2","h12q3a","h12q3b","h12q4","h12qNew","h12q4a","h12q4b","h12q4c","h12q4d","h12q4e","h12q6a","h12q6b","h12q7","h12q8","h12q8a","h12q8b","h12q9","h12q10","h12q11a","h12q11b","h12q11c","h12q11d","h12q11e","h12q12","h12q12a","h12q13","h12q14","h12q15","h12q16","h12q17","h12q18","h12q19","_merge"
"H12610-04-02",1,"P12610-003",1,"wholesale of vegetables like okra",4719,1,1,,,"P12610-009",,99,2011,4,2,"P12610-009",,2,,"P12610-009",,,,,12,,2000000,1,100000,400000,100000,2,2,3
"H12610-04-02",1,"P12610-003",2,"retail sale of foods stuff",4789,1,1,,,"P12610-003",,1,2013,2,2,"P12610-003",,2,,"P12610-003",,,,,12,,60000,0,0,10000,0,2,2,3
"H12611-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12701-04-01",1,"P12701-001",3,"cooks and sells food",552,0,1,,,"P12701-001",,99,2000,1,2,"P12701-001",,2,,"P12701-001",,,,,12,,1800000,0,0,1200000,0,2,2,3
"H12701-04-01",1,"P12701-001",4,"Repairing bicycles",4921,1,1,,,"P12701-021",,99,1995,2,2,"P12701-001",,2,,"P12701-021",,,,,12,,150000,0,0,0,0,2,2,3
"H12701-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12703-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12704-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12705-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12706-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12707-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12708-04-01",1,"P12708-001",1,"BRICK MAKING",4781,1,1,,,"P12708-005","P12708-006",6,2010,2,2,"P12708-005","P12708-006",2,,"P12708-005","P12708-006",,,,5,1,880000,1,60000,320000,136500,2,2,3
"H12709-04-01",1,"P12709-001",1,"retailshop of bicycle spare parts and repairer",4782,0,1,,,"P12709-001",,10,1996,7,2,"P12709-001",,2,,"P12709-001",,,,,12,,320000,0,0,150000,90000,2,2,3
"H12710-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12805-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12805-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12806-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12808-04-01",1,"P12808-002",1,"PASSENGER TRANSPORT ON MOTORCYCLE",479,1,1,,,"P12808-001",,4,2005,6,2,"P12808-001","P12808-002",1,2,"P12808-001",,,,,12,,500000,0,0,0,150000,2,2,3
"H12809-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12809-04-02",1,"P12809-007",1,"retail sale of second hand clothes",4922,1,1,,,"P12809-007","P12809-009",2,2008,1,2,"P12809-007","P12809-009",2,,"P12809-007","P12809-009",,,,12,,820000,1,40000,400000,100000,2,2,3
"H12809-04-03",1,"P12809-012",2,"HAWKING SECOND HAND CLOTHES",4781,1,1,,,"P12809-006","P12809-012",8,2010,8,5,"P12809-006","P12809-012",2,,"P12809-006","P12809-012",,,,10,1,600000,0,0,100000,0,2,2,3
"H12810-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12811-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12812-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12901-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12902-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12903-04-01",1,"P12903-002",1,"wholesale of agriculture prodce",4781,1,1,,,"P12903-001",,99,1988,1,2,"P12903-001",,2,,"P12903-001",,,,,4,1,1200000,0,0,400000,20000,8,8,3
"H12904-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12905-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12905-04-02",1,"P12905-003",1,"WHOLESALE OF AGRICULTURAL PRODUCE",4781,1,1,,,"P12905-013",,99,2004,2,2,"P12905-013",,2,,"P12905-013",,,,,8,1,700000,1,20000,150000,0,2,2,3
"H12906-04-01",1,"P12906-002",1,"wholesale of agricultural produce",4781,1,1,,,"P12906-001",,1,1997,7,5,"P12906-001",,1,7,"P12906-001",,,,,4,1,350000,3,10000,40000,75000,2,2,3
"H12907-04-01",1,"P12907-001",1,"retail local brew",4781,1,1,,,"P12907-001",,1,2005,1,2,"P12907-001",,2,,"P12907-001",,,,,5,1,70000,0,0,20000,0,2,2,3
"H12908-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12909-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H12910-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13002-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13003-04-01",2,,1,"constructing huts",932,0,2,2,2,"P13003-001",,10,2006,,,"P13003-001",,,,,,,,,,,,0,,,,,,3
"H13004-04-01",1,"P13004-002",1,"Tailoring. Sowing Clothes",1410,1,1,,,"P13004-001",,3,1990,1,2,"P13004-001",,2,,"P13004-001",,,,,12,,100000,0,0,0,0,2,2,3
"H13005-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13006-04-01",1,"P13006-002",1,"Owns and runs a drug shop",8690,1,1,,,"P13006-002",,1,2012,3,8,"P13006-002",,2,,"P13006-002","P13006-002",,,,12,,250000,0,0,100000,5000,2,2,3
"H13006-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13006-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13006-04-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13006-04-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13006-04-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13007-04-01",1,"P13007-001",1,"SELL PORK",,1,1,,,"P13007-001",,10,2007,2,2,"P13007-001",,2,,"P13007-001",,,,,12,,300000,0,0,100000,12000,2,2,3
"H13008-04-01",1,"P13008-002",1,"Sells Local Brew",4722,1,1,,,"P13008-002",,99,2007,1,2,"P13008-002","P13008-002",2,,"P13008-002",,,,,6,1,100000,0,0,20000,5000,2,2,3
"H13009-04-01",1,"P13009-002",1,"Making & sale of pan-cakes",4781,1,1,,,"P13009-002","P13009-004",3,2013,4,2,"P13009-002",,2,,"P13009-002","P13009-004","P13009-005",,,11,1,25400,0,0,14800,0,2,2,3
"H13010-04-01",1,"P13010-002",1,"Fishing and selling fish",312,1,1,,,"P13010-001",,99,1952,7,2,"P13010-001",,1,1,"P13010-001",,,"P13010-001",,12,,300000,0,0,50000,50000,2,2,3
"H13102-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13102-04-02",1,"P13102-003",1,"SHAVING OF HAIR FOR PAYMENT",2399,1,1,,,"P13102-003",,7,2011,7,2,"P13102-003",,2,,"P13102-003",,,,,12,,336000,0,0,80000,40000,2,2,3
"H13103-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13104-04-01",1,"P13104-001",2,"retail sale of meat",3100,1,1,,,"P13104-001",,11,2008,4,2,"P13104-001",,2,,"P13104-001",,,,,5,1,560000,1,32000,350000,0,2,2,3
"H13104-04-01",1,"P13104-001",1,"Director of aprimary school",4781,1,1,,,"P13104-001",,3,2008,2,2,"P13104-001",,1,96,"P13104-001",,,,,9,1,2700000,9,585000,240000,80000,2,2,3
"H13105-04-01",1,"P13105-001",1,"RETAIL SALE OF CHARCOAL",4799,1,1,,,"P13105-001",,8,1990,2,2,"P13105-001",,2,,"P13105-001",,,,,8,1,360000,0,0,65000,120000,2,2,3
"H13105-04-02",1,"P13105-013",1,"wholesale of millet and maize",4630,1,1,,,"P13105-013",,7,2010,4,5,"P13105-013",,1,7,"P13105-013",,,,,12,,2000000,3,250000,1010000,30000,2,2,3
"H13106-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13107-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13107-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13107-04-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13108-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13108-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13109-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13111-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13202-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13203-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13204-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13205-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13205-04-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13207-04-01",1,"P13207-006",1,"retailsale of second hand clothes",4774,1,1,,,"P13207-006",,11,2012,8,8,"P13207-006",,2,,"P13207-006",,,,,8,2,280000,0,0,100000,20000,2,2,3
"H13208-04-01",1,"P13208-001",1,"making pancakes and mandazi",4719,1,1,,,"P13208-001","P13208-001",99,1983,7,2,"P13208-001",,1,2,"P13208-001",,,,,10,1,300000,0,0,50000,10000,2,2,3
"H13208-04-02",1,"P13208-010",2,"selling books",4719,1,1,,,"P13208-010",,1,2010,7,2,"P13208-010",,2,,"P13208-010",,,,,10,2,80000,0,0,30000,0,2,2,3
"H13208-04-02",1,"P13208-010",1,"salon managing",5630,1,1,,,"P13208-010",,1,2012,7,2,"P13208-010",,2,,"P13208-010",,,,,12,,150000,0,0,70000,0,2,2,3
"H13209-04-01",1,"P13209-001",1,"retail sale of general merchandise",4719,1,1,,,"P13209-001",,1,2012,1,8,"P13209-001","P13209-002",2,,"P13209-001",,,,,11,1,180000,0,0,58000,12000,2,2,3
"H13210-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13303-04-01",1,"P13303-001",1,"WHOLESALE OF TIMBER",4312,1,1,,,"P13303-001",,2,2009,2,2,"P13303-001","P13303-002",2,,"P13303-001",,,,,11,1,400000,0,0,0,0,2,2,3
"H13306-04-01",1,"P13306-007",1,"making ropes",4721,1,1,,,"P13306-007",,1,2011,1,2,"P13306-007",,2,,"P13306-007",,,,,12,,24000,0,0,0,0,2,2,3
"H13307-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13307-04-02",1,"P13307-002",1,"RETAIL SALE OF LOCAL BREW",4723,1,1,,,"P13307-022","P13307-002",99,2004,2,2,"P13307-022","P13307-002",2,,"P13307-002","P13307-022",,,,12,,900000,1,0,360000,0,2,2,3
"H13308-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13309-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13310-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13310-04-02",1,"P13310-016",1,"RETAIL SALE OF GENERAL MERCHERDISE",4782,1,1,,,"P13310-016",,99,2010,7,2,"P13310-016",,1,7,"P13310-016",,,,,12,,450000,0,0,290000,5000,2,2,3
"H13310-04-03",1,"P13310-008",1,"RETAIL SALE OF GENERAL MERCHANDISE VIA MARKETS",4781,1,1,,,"P13310-007",,99,2010,4,2,"P13310-007",,2,,"P13310-007",,,,,12,,250000,0,0,120000,30000,2,2,3
"H13310-04-04",1,"P13310-001",1,"WHOLESALE OF AGRICULTURAL PRODUCE",4681,1,1,,,"P13310-001",,6,2002,4,2,"P13310-001",,2,,"P13310-001",,,,,4,1,2500000,1,60000,1300000,101000,2,2,3
"H13310-04-04",1,"P13310-001",2,"DIRECTOR OF A SCHOOL",4719,1,1,,,"P13310-001",,8,2005,7,2,"P13310-001",,1,8,"P13310-001",,,,,12,,21000000,9,900000,5000000,320000,2,2,3
"H13310-04-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13310-04-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H13310-04-07",1,"P13310-074",1,"WHOLESALE OF AGRICULTURAL PRODUCE",4630,1,1,,,"P13310-074",,8,2008,1,2,"P13310-074",,2,,"P13310-074",,,,,8,1,540000,0,0,300000,0,2,2,3
"H13311-04-01",1,"P13311-002",1,"retailsale of general merchandise",9522,1,1,,,"P13311-002",,9,2013,1,2,"P13311-002",,2,,"P13311-002",,,,,8,1,50000,0,0,30000,0,2,2,3
"H14001-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14002-04-01",1,"P14002-002",2,"selling firewood",4799,1,1,,,"P14002-002","P14002-001",99,1997,4,1,"P14002-002","P14002-001",2,,"P14002-002","P14002-001",,,,12,,90000,0,0,0,0,2,2,3
"H14002-04-01",1,"P14002-002",1,"transporting people via water",5021,1,1,,,"P14002-001",,3,2005,8,2,"P14002-001","P14002-002",2,,"P14002-001",,,,,12,,360000,0,0,0,0,2,2,3
"H14003-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14003-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14003-04-03",1,"P14003-013",1,"selling fish",312,1,1,,,"P14003-002","P14003-013",99,2001,6,1,"P14003-002","P14003-013",2,,"P14003-002","P14003-013",,,,12,,300000,0,0,100000,0,2,2,3
"H14004-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14004-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14004-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14005-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14006-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14006-04-02",1,"P14006-003",1,"tailoring",1399,1,1,,,"P14006-003",,99,2013,1,2,"P14006-003",,2,,"P14006-003",,,,,4,1,25000,1,15000,3000,2000,2,2,3
"H14007-04-01",1,"P14007-004",1,"selling local brew",1103,1,1,,,"P14007-004",,99,2013,4,1,"P14007-004",,2,,"P14007-004",,,,,10,1,60000,1,10000,30000,0,2,2,3
"H14008-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14008-04-02",1,"P14008-005",1,"brewing malwa",1103,1,1,,,"P14008-006","P14008-005",2,2010,2,2,"P14008-006","P14008-005",2,,"P14008-006","P14008-005",,,,12,,110000,0,0,45000,7000,2,2,3
"H14009-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14010-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14101-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14104-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14104-04-02",1,"P14104-003",1,"computer repair and graphics",9511,1,1,,,"P14104-003",,99,2010,7,2,"P14104-003",,1,7,"P14104-003",,,,,12,,750000,0,600000,150000,15000,2,2,3
"H14106-04-01",1,"P14106-001",1,"Selling second hand clothes",4771,1,1,,,"P14106-001",,99,1989,4,2,"P14106-001",,2,,"P14106-001",,,,,12,,200000,0,0,100000,0,2,2,3
"H14109-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14109-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14109-04-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14110-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14111-04-01",1,"P14111-002",1,"timber and furniture sales",4752,1,1,,,"P14111-001",,99,2001,5,2,"P14111-001",,2,,"P14111-001",,,,,12,,2500000,3,85000,3000000,150000,8,8,3
"H14201-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14202-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14203-04-01",1,"P14203-002",1,"retail shop",4719,1,1,,,"P14203-001","P14203-002",4,2013,2,2,"P14203-001","P14203-002",2,,"P14203-001","P14203-002",,,,12,,400000,0,0,200000,20000,2,2,3
"H14206-04-01",1,"P14206-001",1,"selling cassava",4721,1,1,,,"P14206-001",,8,2000,5,2,"P14206-001",,2,,"P14206-001",,,,,9,1,320000,0,0,40000,0,2,2,3
"H14207-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14207-04-02",1,"P14207-008",1,"clinic",4772,1,1,,,"P14207-008","P14207-012",1,2011,7,8,"P14207-008","P14207-012",2,,"P14207-008","P14207-012",,,,12,,400000,0,0,150000,28000,2,2,3
"H14207-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14208-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14209-04-01",1,"P14209-001",1,"Pharmaceutical shop",4772,1,1,,,"P14209-001",,2,2005,7,2,"P14209-001",,2,,"P14209-001",,,,,12,,500000,0,0,0,0,9,1,3
"H14210-04-01",1,"P14210-010",1,"Retail shop",4719,1,1,,,"P14210-001",,7,2007,6,2,"P14210-001","P14210-010",2,,"P14210-001","P14210-010",,,,12,,350000,0,0,100000,30000,2,2,3
"H14301-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14301-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14302-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14302-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14302-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14302-04-04",2,,1,"Buying and Selling Fish",4799,0,2,6,2,"P14302-020","P14302-021",99,2003,,,"P14302-022","P14302-019",,,,,,,,,,,0,,,,,,3
"H14303-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14304-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14304-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14304-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14304-04-04",1,"P14304-018",1,"trading in oranges",4782,1,1,,,"P14304-018","P14304-023",1,2010,6,2,"P14304-018",,2,,"P14304-018","P14304-023",,,,12,,300000,0,0,50000,0,2,2,3
"H14305-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14306-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14306-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14307-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14308-04-01",1,"P14308-002",2,"grinding machine",1061,0,1,,,"P14308-001",,11,2006,1,2,"P14308-001","P14308-002",2,,"P14308-003","P14308-001","P14308-013","P14308-006",,12,,400000,0,0,50000,150000,2,2,3
"H14308-04-01",1,"P14308-002",3,"General merchandise(shop)",4719,1,1,,,"P14308-001",,7,2013,4,8,"P14308-001",,2,,"P14308-001",,,,,12,,50000,0,0,250000,0,8,8,3
"H14308-04-02",2,,2,"grinding machine",1061,0,1,,,"P14308-007",,11,2006,2,2,"P14308-007",,2,,"P14308-007",,,,,6,1,35000,1,10000,0,15000,2,2,3
"H14309-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14309-04-02",2,,1,"Buying and Selling Produce Ie Maize\Groundnuts",4799,0,2,13,3,,,,,,,"P14309-018","P14309-017",,,,,,,,,,,,,,,,,3
"H14309-04-03",2,,1,"buying and selling produce",4799,0,1,,,"P14309-004","P14309-031",99,2011,1,2,"P14309-004","P14309-031",2,,"P14309-004","P14309-031",,,,1,2,200000,1,10000,10000,0,2,2,3
"H14309-04-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14309-04-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14310-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14401-04-01",1,"P14401-003",1,"local brew making",1103,1,1,,,"P14401-002","P14401-003",99,1970,7,1,"P14401-003","P14401-002",2,,"P14401-002","P14401-003",,,,6,2,30000,0,15000,15000,5000,2,2,3
"H14402-04-01",1,"P14402-002",1,"making ropes",1629,1,1,,,"P14402-002",,99,2002,4,1,"P14402-002",,2,,"P14402-002",,,,,12,,20000,0,0,0,0,2,2,3
"H14402-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14403-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14404-04-01",1,"P14404-010",1,"fishing",312,1,1,,,"P14404-010",,1,2007,7,2,"P14404-010",,2,,"P14404-010",,,,,12,,180000,0,0,28000,0,2,2,3
"H14404-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14404-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14405-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14406-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14407-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14407-04-02",1,"P14407-002",1,"Trading in charcoal",1910,1,1,,,"P14407-002",,10,2011,5,2,"P14407-002",,2,,"P14407-002",,,,,8,1,480000,0,0,320000,0,2,2,3
"H14408-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14409-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14410-04-02",1,"P14410-002",1,"food preparation and selling",5610,1,1,,,"P14410-002",,99,2010,4,1,"P14410-002",,2,,"P14410-002",,,,,12,,60000,0,0,25000,10000,2,2,3
"H14601-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14606-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14612-04-01",1,"P14612-001",1,"Mobile money outlet",6120,1,1,,,"P14612-001","P14612-002",7,2009,3,2,"P14612-001","P14612-002",1,2,"P14612-001","P14612-002","P14612-006",,,12,,2000000,2,300000,5000000,500000,2,1,3
"H14801-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14801-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14802-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14803-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14804-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14805-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14806-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14806-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14806-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14807-04-01",1,"P14807-002",3,"selling alcohol",4799,1,1,,,"P14807-001",,4,2012,2,2,"P14807-001","P14807-002",2,,"P14807-001","P14807-002",,,,12,,600000,0,0,30000,20000,2,2,3
"H14807-04-01",1,"P14807-002",2,"brick laying(Making)",2392,0,1,3,,"P14807-001",,1,2006,6,2,"P14807-001","P14807-002",2,,"P14807-001",,,,,6,1,300000,2,100000,50000,10000,2,2,3
"H14807-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14808-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14808-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14809-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14810-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14903-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14903-04-02",1,"P14903-013",1,"Sells silver fish at the market",4789,1,1,,,"P14903-013","P14903-013",3,2013,4,8,"P14903-013",,1,8,"P14903-013",,,,,6,1,42000,0,0,10000,0,2,2,3
"H14904-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14906-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14906-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14907-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14908-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H14910-04-01",1,"P14910-001",1,"Own boda-boda business",4921,1,1,,,"P14910-001",,9,2003,8,5,"P14910-001",,2,,"P14910-001",,,,,12,,750000,0,0,360000,0,2,2,3
"H15002-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15003-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15004-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15005-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15006-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15007-04-01",1,"P15007-002",1,"Sale of Foods, matooke, cassava, potatoes",4781,1,1,,,"P15007-002",,4,1999,4,2,"P15007-002",,2,,"P15007-002",,,,,12,,420000,0,0,160000,4000,2,2,3
"H15007-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15008-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15008-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15009-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15010-04-01",1,"P15010-001",1,"selling sweet bananas",4789,1,1,,,"P15010-001",,1,1981,7,2,"P15010-001",,2,,"P15010-001",,,,,12,,180000,0,0,60000,0,2,2,3
"H15101-04-01",1,"P15101-001",1,"Retail Shop",,1,1,,,"P15101-002",,99,1985,7,2,"P15101-002",,2,,"P15101-002",,,,,12,,1000000,0,0,600000,1000000,2,1,3
"H15102-04-01",1,"P15102-002",1,"carpentry workshop",,0,1,,,"P15102-001","P15102-001",1,1972,8,2,"P15102-001",,2,,"P15102-001",,,,,12,,15000,0,0,50000,0,2,2,3
"H15102-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15103-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15104-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H15105-04-01",1,"P15105-002",1,"Runs a small drug shop",4773,1,1,,,"P15105-001",,1,1998,2,2,"P15105-001","P15105-002",2,,"P15105-001",,,,,10,1,140000,0,0,100000,7000,2,2,3
