"HHID","PID","h2q1","h3q2a","h3q2b","h3q3","h3q4","h3q5a","h3q5b","h3q6","h3q7","h3q9","h3q10","h3q11","h3q12","h3q13R","h3q13D","h3q14R","h3q14D","h3q15","h3q16R","h3q16D","h3q18","h3q19","wgt_X"
"H26406-04-01","P26406-004",4,1,"P26406-001",,,1,"P26406-002",,,25,3,,,4,403,,,100,,,,,3443.49487304688
"H26406-04-01","P26406-005",5,1,"P26406-001",,,1,"P26406-002",,,25,3,,,4,403,,,100,,,,,3443.49487304688
"H26406-04-01","P26406-006",6,1,"P26406-001",,,1,"P26406-002",,,25,3,,,4,403,,,100,,,,,3443.49487304688
"H26406-04-01","P26406-007",7,1,"P26406-001",,,1,"P26406-002",,,25,3,,,4,403,,,100,,,,,3443.49487304688
"H26406-04-01","P26406-008",8,1,"P26406-001",,,1,"P26406-002",,,25,3,,,4,403,,,100,,,,,3443.49487304688
"H26406-04-01","P26406-010",10,2,,15,1,2,,14,19,25,3,,,4,407,,,0,4,407,96,0,3443.49487304688
"H26407-04-01","P26407-001",1,3,,,,3,,,,12,3,,,4,409,4,403,14,4,409,1,0,3443.49487304688
"H26407-04-01","P26407-002",2,1,"P26407-001",,,3,,,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26407-04-01","P26407-003",3,1,"P26407-001",,,3,,,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26407-04-01","P26407-004",4,1,"P26407-001",,,3,,,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26407-04-01","P26407-005",5,3,,,,2,,15,19,12,3,,,3,310,4,403,3,3,310,9,1,3443.49487304688
"H26410-04-01","P26410-001",1,3,,,,3,,,,12,3,,,4,403,4,403,22,4,403,5,0,3443.49487304688
"H26410-04-01","P26410-002",2,3,,,,3,,,,12,3,,,4,403,4,403,21,4,403,9,0,3443.49487304688
"H26410-04-01","P26410-003",11,1,"P26410-001",,,1,"P26410-002",,,12,3,,,4,403,4,403,21,4,403,14,0,3443.49487304688
"H26410-04-01","P26410-004",3,1,"P26410-001",,,1,"P26410-002",,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26410-04-01","P26410-005",4,1,"P26410-001",,,1,"P26410-002",,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26410-04-01","P26410-006",5,1,"P26410-001",,,1,"P26410-002",,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26410-04-01","P26410-007",6,1,"P26410-001",,,1,"P26410-002",,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26410-04-01","P26410-008",7,1,"P26410-001",,,1,"P26410-002",,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26410-04-01","P26410-009",8,1,"P26410-001",,,1,"P26410-002",,,12,3,,,4,403,,,100,,,,,3443.49487304688
"H26411-04-01","P26411-001",1,2,,73,19,2,,73,19,23,2,6,2,4,405,4,403,16,4,405,5,0,860.873718261719
"H26411-04-01","P26411-002",2,2,,70,19,1,"P26411-001",,,23,2,6,2,4,405,4,403,16,4,403,14,0,860.873718261719
"H26411-04-01","P26411-003",3,2,,70,19,1,"P26411-001",,,23,2,6,2,4,405,4,403,16,4,403,14,0,860.873718261719
"H26411-04-01","P26411-004",4,2,,70,19,1,"P26411-001",,,23,2,2,2,4,405,4,403,16,4,403,14,0,860.873718261719
"H26411-04-01","P26411-005",5,2,,70,19,1,"P26411-001",,,23,2,2,2,4,403,,,100,,,,,860.873718261719
"H26411-04-01","P26411-007",6,2,,70,19,2,,70,19,25,2,2,2,4,403,,,100,,,,,860.873718261719
"H26411-04-01","P26411-018",7,2,,70,19,1,"P26411-001",,,23,2,6,2,4,403,,,100,,,,,860.873718261719
"H26411-04-01","P26411-020",8,2,,70,19,1,"P26411-001",,,25,2,2,2,4,405,4,403,16,4,403,14,0,860.873718261719
"H26411-04-01","P26411-024",11,2,,70,19,2,,70,19,25,2,6,2,4,403,4,403,2,4,403,9,1,860.873718261719
"H26411-04-01","P26411-025",12,1,"P26411-003",,,1,"P26411-024",,,23,2,6,2,4,403,,,100,,,,,860.873718261719
"H26411-04-01","P26411-026",13,1,"P26411-002",,,1,"P26411-007",,,23,2,6,2,4,403,,,100,,,,,860.873718261719
"H26411-04-03","P26411-013",1,3,,,,2,,73,21,25,2,9,2,4,404,4,403,10,4,415,96,0,860.873718261719
"H26411-04-03","P26411-014",2,2,,70,19,2,,70,19,23,2,9,2,4,405,4,403,16,4,405,14,0,860.873718261719
"H26411-04-03","P26411-015",3,1,"P26411-013",,,1,"P26411-014",,,25,2,9,2,4,403,,,100,,,,,860.873718261719
"H26411-04-03","P26411-016",4,1,"P26411-013",,,1,"P26411-014",,,25,2,9,2,4,403,,,100,,,,,860.873718261719
"H26411-04-03","P26411-027",5,1,"P26411-013",,,1,"P26411-014",,,25,2,9,2,4,403,,,100,,,,,860.873718261719
"H26411-04-04","P26411-006",1,3,,,,2,,73,19,25,3,,,4,404,4,403,2,4,403,10,0,860.873718261719
"H26411-04-04","P26411-010",2,2,,13,19,2,,73,19,32,3,,,4,403,4,403,2,4,403,9,0,860.873718261719
"H26411-04-04","P26411-011",3,2,,14,19,1,"P26411-010",,,25,3,,,4,403,,,2,4,403,14,0,860.873718261719
"H26416-04-01","P26416-001",1,2,,73,19,3,,,,23,2,2,2,1,102,4,403,16,4,403,5,0,3443.49487304688
"H26416-04-01","P26416-002",2,2,,73,19,3,,,,23,2,2,2,1,108,4,403,15,4,403,9,0,3443.49487304688
"H26416-04-01","P26416-003",3,1,"P26416-001",,,1,"P26416-002",,,23,2,2,2,4,403,,,100,,,,,3443.49487304688
"H26416-04-01","P26416-004",4,1,"P26416-001",,,1,"P26416-002",,,23,2,2,2,4,403,,,100,,,,,3443.49487304688
"H26416-04-01","P26416-005",5,1,"P26416-001",,,1,"P26416-002",,,23,2,2,2,4,403,,,100,,,,,3443.49487304688
"H26416-04-01","P26416-006",6,1,"P26416-001",,,1,"P26416-002",,,23,2,2,2,4,403,,,100,,,,,3443.49487304688
"H26416-04-01","P26416-007",7,1,"P26416-001",,,1,"P26416-002",,,23,2,2,2,4,403,,,100,,,,,3443.49487304688
"H26416-04-01","P26416-008",8,1,"P26416-001",,,1,"P26416-002",,,23,2,2,2,4,403,,,100,,,,,3443.49487304688
"H26501-04-01","P26501-001",1,3,,,,2,,10,19,25,2,1,2,4,404,,,100,,,,,2437.248046875
"H26502-04-01","P26502-001",1,3,,,,3,,,,25,3,,,4,404,4,404,12,4,404,2,2,812.415954589844
"H26502-04-01","P26502-004",2,3,,,,3,,,,25,3,,,4,404,,,100,,,,,812.415954589844
"H26502-04-01","P26502-005",3,1,"P26502-001",,,3,,,,25,3,,,4,404,,,100,,,,,812.415954589844
"H26502-04-01","P26502-006",4,1,"P26502-001",,,3,,,,25,3,,,4,404,,,100,,,,,812.415954589844
"H26502-04-01","P26502-007",5,3,,,,3,,,,25,2,2,2,4,404,4,404,6,4,404,14,1,812.415954589844
"H26502-04-01","P26502-008",6,3,,,,3,,,,25,3,,,4,404,4,404,3,4,404,14,1,812.415954589844
"H26502-04-02","P26502-003",1,2,,10,19,3,,,,25,2,2,2,4,404,4,404,3,4,404,14,0,812.415954589844
"H26502-04-02","P26502-009",2,3,,,,3,,,,25,3,,,4,404,,,100,,,,,812.415954589844
"H26502-04-02","P26502-010",3,3,,,,3,,,,25,3,,,4,404,4,404,26,4,404,9,1,812.415954589844
"H26502-04-02","P26502-011",4,1,"P26502-009",,,1,"P26502-010",,,25,3,,,4,404,,,100,,,,,812.415954589844
"H26502-04-02","P26502-012",5,1,"P26502-009",,,1,"P26502-010",,,25,3,,,4,404,,,100,,,,,812.415954589844
"H26502-04-02","P26502-013",6,1,"P26502-009",,,1,"P26502-010",,,25,3,,,4,404,,,100,,,,,812.415954589844
"H26502-04-03","P26502-001",1,3,,,,3,,,,25,2,9,2,4,404,,,100,,,,,812.415954589844
"H26502-04-03","P26502-014",2,3,,,,3,,,,25,2,9,3,4,404,,,100,,,,,812.415954589844
"H26502-04-03","P26502-015",3,1,"P26502-001",,,1,"P26502-014",,,25,2,9,3,4,404,,,100,,,,,812.415954589844
"H26502-04-03","P26502-016",4,1,"P26502-001",,,1,"P26502-014",,,25,2,9,2,4,404,,,100,,,,,812.415954589844
"H26503-04-01","P26503-001",1,3,,,,3,,,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26503-04-01","P26503-002",2,3,,,,3,,,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26503-04-01","P26503-003",3,1,"P26503-001",,,1,"P26503-002",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26503-04-01","P26503-004",4,2,,15,5,2,,73,8,25,3,,,4,404,,,100,,,,,2437.248046875
"H26503-04-01","P26503-005",5,2,,99,88,2,,13,17,17,3,,,1,102,,,3,1,102,2,0,2437.248046875
"H26503-04-01","P26503-006",6,2,,17,17,1,"P26503-003",,,28,3,,,4,418,,,0,4,418,14,0,2437.248046875
"H26504-04-01","P26504-001",1,3,,,,3,,,,25,1,2,2,4,404,,,100,,,,,2437.248046875
"H26505-04-01","P26505-001",1,3,,,,2,,10,5,25,2,1,2,4,404,,,100,,,,,2437.248046875
"H26505-04-01","P26505-002",2,3,,,,3,,,,25,2,1,2,4,404,,,100,,,,,2437.248046875
"H26505-04-01","P26505-003",3,1,"P26505-001",,,1,"P26505-002",,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26505-04-01","P26505-004",4,1,"P26505-001",,,1,"P26505-002",,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26505-04-01","P26505-005",5,1,"P26505-001",,,1,"P26505-002",,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26506-04-01","P26506-001",1,3,,,,3,,,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26506-04-01","P26506-003",2,3,,,,1,"P26506-001",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26506-04-01","P26506-004",3,3,,,,1,"P26506-001",,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26506-04-01","P26506-005",4,3,,,,1,"P26506-001",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26506-04-01","P26506-007",5,2,,10,5,1,"P26506-008",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26506-04-01","P26506-008",6,3,,,,1,"P26506-001",,,25,2,2,2,4,404,4,411,10,4,411,9,2,2437.248046875
"H26507-04-01","P26507-001",1,3,,,,3,,,,25,2,2,2,4,404,4,410,10,4,404,2,0,2437.248046875
"H26507-04-01","P26507-008",2,2,,22,19,2,,13,19,25,2,2,2,4,404,4,410,5,4,404,9,1,2437.248046875
"H26507-04-01","P26507-009",3,1,"P26507-001",,,2,,99,88,25,2,2,2,4,410,,,100,,,,,2437.248046875
"H26507-04-01","P26507-010",4,1,"P26507-001",,,1,"P26507-008",,,25,2,2,2,4,410,,,100,,,,,2437.248046875
"H26507-04-01","P26507-011",5,1,"P26507-001",,,1,"P26507-008",,,25,2,2,2,4,410,,,100,,,,,2437.248046875
"H26509-04-01","P26509-001",1,3,,,,3,,,,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26509-04-01","P26509-006",2,3,,,,1,"P26509-001",,,25,9,,,4,404,,,100,,,,,2437.248046875
"H26509-04-01","P26509-007",3,3,,,,1,"P26509-001",,,25,9,,,4,404,,,100,,,,,2437.248046875
"H26509-04-01","P26509-008",4,3,,,,3,,,,28,9,,,4,402,4,404,15,4,402,2,0,2437.248046875
"H26509-04-01","P26509-011",5,3,,,,2,,14,7,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26509-04-01","P26509-012",6,2,,99,88,2,,34,7,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26509-04-01","P26509-014",7,2,,17,5,2,,34,1,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26509-04-01","P26509-015",8,2,,34,5,2,,34,1,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26509-04-01","P26509-016",9,2,,34,1,2,,17,7,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26511-04-01","P26511-001",1,2,,99,19,2,,10,19,25,3,,,4,404,,,100,,,,,1218.6240234375
"H26511-04-01","P26511-002",2,3,,,,3,,,,25,2,2,2,4,404,4,404,22,4,404,9,1,1218.6240234375
"H26511-04-01","P26511-004",3,1,"P26511-001",,,1,"P26511-002",,,25,2,2,2,4,404,,,100,,,,,1218.6240234375
"H26511-04-01","P26511-005",4,1,"P26511-001",,,1,"P26511-002",,,25,2,2,2,4,404,,,100,,,,,1218.6240234375
"H26511-04-01","P26511-006",5,1,"P26511-001",,,1,"P26511-002",,,25,2,2,2,4,404,,,100,,,,,1218.6240234375
"H26511-04-01","P26511-007",6,1,"P26511-001",,,1,"P26511-002",,,25,2,2,2,4,404,,,100,,,,,1218.6240234375
"H26511-04-02","P26511-003",1,2,,14,1,2,,15,19,25,2,2,2,4,404,,,100,,,,,1218.6240234375
"H26511-04-02","P26511-008",2,2,,99,19,2,,99,19,25,2,2,2,4,404,,,100,,,,,1218.6240234375
"H26602-04-01","P26602-001",1,2,,10,19,2,,10,7,25,3,,,4,404,,,100,,,,,1218.6240234375
"H26602-04-01","P26602-003",2,3,,,,1,"P26602-001",,,25,3,,,4,404,,,100,,,,,1218.6240234375
"H26602-04-01","P26602-004",3,3,,,,1,"P26602-001",,,25,3,,,4,404,,,100,,,,,1218.6240234375
"H26602-04-01","P26602-006",4,2,,99,19,1,"P26602-003",,,16,3,,,4,404,,,100,,,,,1218.6240234375
"H26602-04-02","P26602-002",1,3,,,,2,,99,19,25,2,9,2,4,404,,,100,,,,,1218.6240234375
"H26602-04-02","P26602-007",2,2,,17,19,2,,16,19,25,2,9,2,4,404,4,404,6,4,404,9,0,1218.6240234375
"H26602-04-02","P26602-008",3,1,"P26602-002",,,1,"P26602-007",,,25,2,9,3,4,404,,,100,,,,,1218.6240234375
"H26602-04-02","P26602-009",4,1,"P26602-002",,,1,"P26602-007",,,25,2,9,3,4,404,,,100,,,,,1218.6240234375
"H26603-04-01","P26603-006",1,3,,,,3,,,,25,2,1,2,4,404,,,100,,,,,812.415954589844
"H26603-04-01","P26603-008",2,2,,17,19,2,,16,7,25,3,,,4,404,,,100,,,,,812.415954589844
"H26603-04-01","P26603-014",3,2,,34,1,2,,34,1,25,2,1,2,4,412,,,1,4,412,2,1,812.415954589844
"H26603-04-02","P26603-010",1,3,,,,3,,,,25,2,1,2,4,404,,,100,,,,,812.415954589844
"H26603-04-02","P26603-011",2,3,,,,2,,16,19,25,2,1,2,4,404,,,100,,,,,812.415954589844
"H26603-04-02","P26603-013",3,1,"P26603-010",,,1,"P26603-011",,,25,2,1,2,4,404,,,100,,,,,812.415954589844
"H26603-04-03","P26603-001",2,2,,14,19,2,,14,7,25,3,,,4,404,,,100,,,,,812.415954589844
"H26603-04-03","P26603-002",1,3,,,,3,,,,25,3,,,4,404,,,100,,,,,812.415954589844
"H26603-04-03","P26603-004",3,3,,,,2,,16,7,28,3,,,4,404,,,100,,,,,812.415954589844
"H26604-04-01","P26604-001",1,2,,51,1,3,,,,25,3,,,1,102,4,404,20,4,404,14,1,2437.248046875
"H26604-04-01","P26604-002",2,2,,41,1,3,,,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26604-04-01","P26604-003",3,2,,51,1,3,,,,25,3,,,4,410,4,410,12,4,404,14,3,2437.248046875
"H26604-04-01","P26604-005",4,2,,51,1,3,,,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26605-04-01","P26605-001",1,3,,,,3,,,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26605-04-01","P26605-003",2,3,,,,1,"P26605-001",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26605-04-01","P26605-004",3,3,,,,1,"P26605-001",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26605-04-01","P26605-005",4,2,,16,19,2,,10,19,25,3,,,4,404,4,404,10,4,404,9,1,2437.248046875
"H26605-04-01","P26605-006",5,1,"P26605-003",,,1,"P26605-005",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26605-04-01","P26605-007",6,1,"P26605-003",,,1,"P26605-005",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26605-04-01","P26605-008",7,1,"P26605-003",,,1,"P26605-005",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26605-04-01","P26605-009",8,1,"P26605-003",,,1,"P26605-005",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26607-04-01","P26607-001",1,3,,,,2,,73,19,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26607-04-01","P26607-002",2,3,,,,2,,73,19,25,2,2,2,4,404,4,404,16,4,404,9,1,2437.248046875
"H26607-04-01","P26607-003",3,1,"P26607-001",,,1,"P26607-002",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26607-04-01","P26607-004",4,1,"P26607-001",,,1,"P26607-002",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26607-04-01","P26607-005",5,1,"P26607-001",,,1,"P26607-002",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26607-04-01","P26607-006",6,1,"P26607-001",,,1,"P26607-002",,,25,3,,,4,404,,,100,,,,,2437.248046875
"H26608-04-01","P26608-001",1,2,,99,19,3,,,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26608-04-01","P26608-002",2,3,,,,2,,73,7,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26608-04-01","P26608-003",3,1,"P26608-001",,,1,"P26608-002",,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26608-04-01","P26608-004",4,1,"P26608-001",,,1,"P26608-002",,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26608-04-01","P26608-005",5,1,"P26608-001",,,1,"P26608-002",,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26608-04-01","P26608-006",6,1,"P26608-001",,,1,"P26608-002",,,25,2,2,2,4,404,,,100,,,,,2437.248046875
"H26609-04-01","P26609-001",1,3,,,,3,,,,25,1,1,3,4,404,4,404,14,4,404,1,1,2437.248046875
"H26610-04-01","P26610-013",2,3,,,,3,,,,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26610-04-01","P26610-014",1,3,,,,3,,,,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26610-04-01","P26610-015",3,1,"P26610-014",,,1,"P26610-013",,,25,9,,,4,404,,,100,,,,,2437.248046875
"H26610-04-01","P26610-016",4,1,"P26610-014",,,1,"P26610-013",,,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26610-04-01","P26610-017",5,1,"P26610-014",,,1,"P26610-013",,,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26610-04-01","P26610-018",6,1,"P26610-014",,,1,"P26610-013",,,25,2,4,2,4,404,,,100,,,,,2437.248046875
"H26610-04-01","P26610-019",7,3,,,,3,,,,28,2,2,2,4,417,4,417,3,4,417,1,1,2437.248046875
"H26610-04-01","P26610-020",8,3,,,,3,,,,25,3,,,4,404,,,100,,,,,2437.248046875
"H27004-04-01","P27004-001",1,2,,14,1,2,,13,5,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27004-04-01","P27004-002",11,1,"P27004-001",,,2,,15,5,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27004-04-01","P27004-008",7,1,"P27004-001",,,2,,22,1,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27004-04-01","P27004-009",8,1,"P27004-001",,,2,,15,5,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27005-04-01","P27005-001",1,3,,,,3,,,,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27005-04-01","P27005-002",2,3,,,,2,,2,10,38,3,,,4,415,4,415,13,4,405,9,0,3443.49438476563
"H27005-04-01","P27005-006",3,1,"P27005-001",,,2,,2,19,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27005-04-01","P27005-007",5,2,,3,19,3,,,,38,3,,,4,405,4,415,6,4,405,8,0,3443.49438476563
"H27005-04-01","P27005-008",4,1,"P27005-001",,,2,,2,19,38,3,,,4,405,4,405,7,4,405,14,0,3443.49438476563
"H27005-04-01","P27005-009",6,2,,4,1,2,,4,1,35,3,,,4,405,,,100,,,,,3443.49438476563
"H27006-04-01","P27006-001",1,3,,,,1,"P27006-010",,,25,1,2,2,4,412,4,405,12,4,405,1,0,1721.74719238281
"H27006-04-01","P27006-002",2,3,,,,2,,1,19,31,1,2,2,4,411,4,405,12,4,405,2,0,1721.74719238281
"H27006-04-01","P27006-003",3,1,"P27006-001",,,1,"P27006-002",,,25,1,2,2,4,405,4,405,12,4,405,14,0,1721.74719238281
"H27006-04-01","P27006-005",4,1,"P27006-001",,,1,"P27006-002",,,25,1,2,2,4,405,,,100,,,,,1721.74719238281
"H27006-04-01","P27006-008",5,3,,,,2,,2,5,31,3,,,4,405,4,405,1,4,405,8,1,1721.74719238281
"H27006-04-01","P27006-009",6,2,,4,1,1,"P27006-003",,,38,1,2,2,4,405,,,100,,,,,1721.74719238281
"H27006-04-01","P27006-010",7,3,,,,3,,,,25,3,,,4,412,4,405,1,4,405,6,1,1721.74719238281
"H27006-04-02","P27006-004",1,2,,3,19,2,,2,19,25,2,9,2,4,405,4,405,3,4,405,9,1,1721.74719238281
"H27006-04-02","P27006-011",2,2,,2,19,3,,,,17,2,9,2,1,108,1,113,4,1,113,1,1,1721.74719238281
"H27006-04-02","P27006-012",3,1,"P27006-011",,,1,"P27006-004",,,17,2,9,2,1,102,,,100,,,,,1721.74719238281
"H27006-04-02","P27006-013",4,1,"P27006-011",,,2,,2,19,17,9,,,1,108,1,108,4,1,108,14,1,1721.74719238281
"H27006-04-02","P27006-014",5,2,,2,19,3,,,,17,9,,,1,108,1,108,4,1,108,14,1,1721.74719238281
"H27007-04-01","P27007-001",1,3,,,,3,,,,38,2,2,3,4,405,,,100,,,,,3443.49438476563
"H27007-04-01","P27007-002",2,3,,,,2,,1,13,38,2,2,3,4,405,4,405,42,4,422,9,0,3443.49438476563
"H27007-04-01","P27007-005",3,3,,,,3,,,,17,3,,,4,405,,,100,,,,,3443.49438476563
"H27007-04-01","P27007-007",4,2,,8,88,2,,8,5,65,3,,,4,405,,,100,,,,,3443.49438476563
"H27007-04-01","P27007-008",5,2,,8,88,2,,2,5,65,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-001",1,3,,,,3,,,,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-002",2,3,,,,1,"P27008-001",,,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-003",3,3,,,,1,"P27008-001",,,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-004",4,3,,,,3,,,,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-005",5,3,,,,3,,,,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-006",6,3,,,,3,,,,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-007",7,2,,3,19,2,,3,5,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-008",8,3,,,,3,,,,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-009",9,1,"P27008-002",,,2,,8,7,38,3,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-010",10,3,,,,3,,,,38,9,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-011",11,2,,4,5,1,"P27008-001",,,38,9,,,4,405,,,100,,,,,3443.49438476563
"H27008-04-01","P27008-012",12,3,,,,1,"P27008-001",,,38,2,2,2,4,405,,,100,,,,,3443.49438476563
"H27010-04-01","P27010-001",1,3,,,,3,,,,38,9,,,4,405,4,405,30,4,405,96,0,1147.83142089844
"H27010-04-01","P27010-002",2,2,,1,9,3,,,,38,3,,,4,415,4,405,30,4,405,14,0,1147.83142089844
"H27010-04-01","P27010-004",3,1,"P27010-001",,,1,"P27010-002",,,38,3,,,4,405,4,405,30,4,405,14,0,1147.83142089844
"H27010-04-01","P27010-005",4,1,"P27010-001",,,1,"P27010-002",,,38,3,,,4,405,4,405,30,4,405,14,0,1147.83142089844
"H27010-04-01","P27010-011",5,1,"P27010-001",,,1,"P27010-002",,,38,3,,,4,405,,,100,,,,,1147.83142089844
"H27010-04-01","P27010-013",6,2,,2,19,2,,2,19,38,3,,,4,415,4,405,0,4,405,1,2,1147.83142089844
"H27010-04-01","P27010-014",7,2,,2,1,2,,1,19,11,3,,,4,405,4,405,1,4,405,1,1,1147.83142089844
"H27010-04-02","P27010-003",1,2,,5,10,2,,4,5,38,3,,,4,405,4,405,2,4,405,96,0,1147.83142089844
"H27010-04-02","P27010-009",2,2,,4,1,1,"P27010-003",,,38,3,,,4,405,4,405,2,4,405,14,0,1147.83142089844
"H27010-04-02","P27010-012",3,2,,4,1,1,"P27010-003",,,38,3,,,4,405,4,405,2,4,405,14,0,1147.83142089844
"H27010-04-03","P27010-010",1,2,,51,10,2,,23,5,38,1,9,2,4,405,4,405,3,4,405,1,0,1147.83142089844
"H27102-04-01","P27102-001",1,3,,,,2,,73,7,38,2,1,2,4,405,4,405,10,4,405,96,0,3443.49438476563
"H27102-04-01","P27102-002",2,2,,16,5,1,"P27102-001",,,38,2,1,2,4,405,4,405,10,4,405,14,0,3443.49438476563
"H27102-04-01","P27102-003",3,2,,16,5,1,"P27102-001",,,38,2,1,2,4,405,4,405,10,4,405,14,0,3443.49438476563
"H27102-04-01","P27102-004",4,2,,16,5,1,"P27102-001",,,38,2,1,2,4,405,4,405,10,4,405,14,0,3443.49438476563
"H27102-04-01","P27102-005",5,2,,16,5,1,"P27102-001",,,38,2,1,2,4,405,4,405,10,4,405,14,0,3443.49438476563
"H27102-04-01","P27102-007",6,2,,99,88,1,"P27102-002",,,28,2,1,2,4,405,,,100,,,,,3443.49438476563
"H27103-04-01","P27103-001",1,3,,,,2,,73,10,38,2,2,1,4,405,4,405,38,4,405,9,0,3443.49438476563
"H27103-04-01","P27103-002",2,3,,,,1,"P27103-001",,,38,2,2,1,4,405,4,405,18,4,405,14,0,3443.49438476563
"H27103-04-01","P27103-003",3,3,,,,1,"P27103-001",,,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27103-04-01","P27103-004",4,2,,16,5,2,,99,88,38,2,2,1,4,405,4,405,4,4,405,14,0,3443.49438476563
"H27103-04-01","P27103-005",5,2,,99,88,1,"P27103-002",,,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27104-04-01","P27104-001",1,3,,,,2,,73,13,38,2,2,1,4,405,4,405,22,4,404,9,3,3443.49438476563
"H27104-04-01","P27104-002",3,3,,,,1,"P27104-001",,,32,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27104-04-01","P27104-003",4,3,,,,1,"P27104-001",,,38,1,2,1,4,405,,,100,,,,,3443.49438476563
"H27104-04-01","P27104-004",5,3,,,,1,"P27104-001",,,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27104-04-01","P27104-005",6,3,,,,1,"P27104-001",,,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27104-04-01","P27104-006",7,3,,,,1,"P27104-001",,,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27104-04-01","P27104-007",8,3,,,,1,"P27104-001",,,38,2,2,1,4,405,,,100,,,,,3443.49438476563
"H27106-04-01","P27106-003",1,3,,,,3,,,,38,2,2,1,4,405,,,100,,,,,1147.83142089844
"H27106-04-01","P27106-005",2,1,"P27106-003",,,1,"P27106-006",,,38,2,2,1,4,405,,,100,,,,,1147.83142089844
"H27106-04-01","P27106-006",3,2,,99,5,2,,99,19,38,9,,,4,405,4,405,12,4,405,9,0,1147.83142089844
