"HHID","h11q1","h11q2","h11q4","h11q5","h11q6","h11q6a","h11q6b","h11q7","wgt_X"
"H30002-04-01",3,21,2,,,,,,1218.6240234375
"H30002-04-02",1,21,2,,,,,,1218.6240234375
"H30006-04-01",4,21,2,,,,,,2437.248046875
"H30008-04-01",2,21,2,,,,,,1218.6240234375
"H30008-04-02",4,21,1,2400000,,"P30008-002","-111",,1218.6240234375
"H30009-04-01",3,21,2,,,,,,2437.248046875
"H30010-04-01",4,21,2,,,,,,2437.248046875
"H30012-04-01",4,21,2,,,,,,2437.248046875
"H30302-04-01",4,21,2,,,,,,2437.248046875
"H30303-04-01",1,21,2,,,,,,2437.248046875
"H30304-04-01",1,21,2,,,,,,2437.248046875
"H30306-04-01",1,21,2,,,,,,2437.248046875
"H30307-04-01",1,21,2,,,,,,2437.248046875
"H30308-04-01",4,21,2,,,,,,2437.248046875
"H30309-04-01",1,21,2,,,,,,812.415954589844
"H30309-04-02",4,21,2,,,,,,812.415954589844
"H30309-04-03",4,21,2,,,,,,812.415954589844
"H30310-04-01",1,21,2,,,,,,2437.248046875
"H30402-04-01",3,21,2,,,,,,2437.248046875
"H30403-04-01",1,21,2,,,,,,2437.248046875
"H30404-04-01",1,21,2,,,,,,2437.248046875
"H30405-04-01",1,21,2,,,,,,2437.248046875
"H30406-04-01",3,21,2,,,,,,2437.248046875
"H30407-04-01",1,21,2,,,,,,2437.248046875
"H30408-04-01",1,21,2,,,,,,1218.6240234375
"H30408-04-02",1,21,2,,,,,,1218.6240234375
"H30409-04-01",1,21,2,,,,,,2437.248046875
"H30411-04-01",1,21,2,,,,,,2437.248046875
"H30412-04-01",1,21,2,,,,,,2437.248046875
"H30502-04-01",4,21,1,600000,,"P30502-001","P30502-002",,812.415954589844
"H30502-04-02",3,21,2,,,,,,812.415954589844
"H30502-04-03",3,21,1,3600000,,"P30502-014","-111",,812.415954589844
"H30503-04-01",1,21,1,480000,,"P30503-001","P30503-002",,2437.248046875
"H30504-04-01",4,21,2,,,,,,2437.248046875
"H30505-04-01",4,21,2,,,,,,2437.248046875
"H30507-04-01",4,21,2,,,,,,2437.248046875
"H30509-04-01",4,21,2,,,,,,2437.248046875
"H30510-04-01",4,21,1,2880000,,"P30510-001","-111",,2437.248046875
"H30511-04-01",4,21,1,2400000,,"P30511-004","-111",,812.415954589844
"H30511-04-02",3,21,2,,,,,,812.415954589844
"H30511-04-03",1,21,2,,,,,,812.415954589844
"H30602-04-01",4,21,2,,,,,,2437.24829101563
"H30603-04-01",3,21,2,,,,,,2437.24829101563
"H30604-04-01",3,21,2,,,,,,2437.24829101563
"H30605-04-01",1,21,2,,,,,,812.416076660156
"H30605-04-02",3,21,2,,,,,,812.416076660156
"H30605-04-03",3,21,2,,,,,,812.416076660156
"H30607-04-01",4,21,1,720000,,"P30607-001","-111",,2437.24829101563
"H30608-04-01",4,21,2,,,,,,2437.24829101563
"H30610-04-01",4,21,2,,,,,,2437.24829101563
"H30701-04-01",3,21,2,,,,,,812.416076660156
"H30701-04-03",3,21,2,,,,,,812.416076660156
"H30701-04-04",4,21,2,,,,,,812.416076660156
"H30702-04-01",3,21,2,,,,,,812.416076660156
"H30702-04-02",3,21,2,,,,,,812.416076660156
"H30702-04-03",3,21,2,,,,,,812.416076660156
"H30703-04-01",1,21,2,,,,,,1218.62414550781
"H30703-04-02",1,21,2,,,,,,1218.62414550781
"H30704-04-01",3,21,2,,,,,,2437.24829101563
"H30706-04-01",4,21,1,3480000,,"P30706-008","-111",,812.416076660156
"H30706-04-03",3,21,2,,,,,,812.416076660156
"H30706-04-04",3,21,2,,,,,,812.416076660156
"H30707-04-01",4,21,2,,,,,,2437.24829101563
"H30708-04-01",1,21,2,,,,,,2437.24829101563
"H30709-04-01",1,21,1,120000,,"P30709-001","-111",,2437.24829101563
"H30710-04-01",1,21,2,,,,,,2437.24829101563
"H30802-04-01",1,21,2,,,,,,2437.248046875
"H30803-04-01",1,21,2,,,,,,2437.248046875
"H30805-04-01",1,21,2,,,,,,1218.6240234375
"H30805-04-02",4,21,2,,,,,,1218.6240234375
"H30806-04-01",1,21,2,,,,,,1218.6240234375
"H30806-04-02",4,21,2,,,,,,1218.6240234375
"H30807-04-01",1,21,2,,,,,,2437.248046875
"H30809-04-01",1,21,2,,,,,,2437.248046875
"H30810-04-01",3,21,2,,,,,,2437.248046875
"H30811-04-01",3,21,2,,,,,,2437.248046875
"H30901-04-01",3,21,2,,,,,,1218.62414550781
"H30901-04-02",4,21,2,,,,,,1218.62414550781
"H30903-04-01",4,21,2,,,,,,2437.24829101563
"H30904-04-01",3,21,1,240000,,"P30904-001","-111",,2437.24829101563
"H30905-04-01",3,21,2,,,,,,1218.62414550781
"H30905-04-02",4,21,2,,,,,,1218.62414550781
"H30906-04-01",1,21,2,,,,,,1218.62414550781
"H30906-04-02",3,21,2,,,,,,1218.62414550781
"H30907-04-01",3,21,2,,,,,,2437.24829101563
"H30908-04-01",3,21,2,,,,,,2437.24829101563
"H30909-04-01",1,21,2,,,,,,2437.24829101563
"H30910-04-01",5,21,1,20000000,,"P30910-001","-111",,1218.62414550781
"H30910-04-02",3,21,2,,,,,,1218.62414550781
"H30911-04-01",1,21,2,,,,,,2437.24829101563
"H31001-04-01",3,21,2,,,,,,2437.248046875
"H31003-04-01",1,21,2,,,,,,2437.248046875
"H31004-04-01",1,21,2,,,,,,1218.6240234375
"H31004-04-02",4,21,2,,,,,,1218.6240234375
"H31005-04-02",4,21,2,,,,,,2437.248046875
"H31006-04-01",2,21,2,,,,,,2437.248046875
"H31007-04-01",1,21,2,,,,,,2437.248046875
"H31008-04-01",3,21,2,,,,,,2437.248046875
"H31010-04-01",1,21,2,,,,,,2437.248046875
"H31101-04-01",3,21,2,,,,,,812.416076660156
"H31101-04-02",3,21,2,,,,,,812.416076660156
"H31101-04-03",4,21,2,,,,,,812.416076660156
"H31102-04-01",1,21,2,,,,,,2437.24829101563
"H31103-04-01",1,21,2,,,,,,2437.24829101563
"H31105-04-01",4,21,2,,,,,,2437.24829101563
"H31107-04-01",1,21,2,,,,,,2437.24829101563
"H31108-04-01",1,21,2,,,,,,2437.24829101563
"H31109-04-01",4,21,2,,,,,,812.416076660156
"H31109-04-02",1,21,2,,,,,,812.416076660156
"H31109-04-03",1,21,2,,,,,,812.416076660156
"H31110-04-01",3,21,2,,,,,,2437.24829101563
"H31701-04-01",3,21,2,,,,,,2437.24829101563
"H31702-04-01",4,21,2,,,,,,2437.24829101563
"H31703-04-01",1,21,2,,,,,,812.416076660156
"H31703-04-02",4,21,2,,,,,,812.416076660156
"H31703-04-03",3,21,2,,,,,,812.416076660156
"H31704-04-01",3,21,2,,,,,,2437.24829101563
"H31706-04-01",3,21,2,,,,,,1218.62414550781
"H31706-04-02",1,21,1,200000,,"P31706-007","-111",,1218.62414550781
"H31707-04-01",3,21,2,,,,,,2437.24829101563
"H31708-04-01",3,21,1,300000,,,,,2437.24829101563
"H31709-04-01",1,21,2,,,,,,2437.24829101563
"H31710-04-01",1,21,2,,,,,,2437.24829101563
"H31901-04-01",3,21,2,,,,,,3443.49438476563
"H31902-04-01",1,21,2,,,,,,3443.49438476563
"H31903-04-01",1,21,2,,,,,,3443.49438476563
"H31904-04-01",1,21,2,,,,,,3443.49438476563
"H31907-04-01",1,21,2,,,,,,3443.49438476563
"H31908-04-01",1,21,2,,,,,,3443.49438476563
"H31909-04-01",4,21,2,,,,,,3443.49438476563
"H31910-04-01",1,21,2,,,,,,3443.49438476563
"H32101-04-01",3,21,2,,,,,,3443.49438476563
"H32102-04-01",3,21,2,,,,,,3443.49438476563
"H32103-04-01",1,21,2,,,,,,3443.49438476563
"H32104-04-01",1,21,2,,,,,,1721.74719238281
"H32104-04-02",4,21,2,,,,,,1721.74719238281
"H32105-04-01",3,21,2,,,,,,3443.49438476563
"H32106-04-01",1,21,2,,,,,,688.698913574219
"H32106-04-02",3,21,2,,,,,,688.698913574219
"H32106-04-03",3,21,2,,,,,,688.698913574219
"H32106-04-04",3,21,2,,,,,,688.698913574219
"H32106-04-05",3,21,2,,,,,,688.698913574219
"H32108-04-01",4,21,2,,,,,,3443.49438476563
"H32109-04-01",3,21,2,,,,,,3443.49438476563
"H32201-04-01",1,21,2,,,,,,3443.49438476563
"H32202-04-01",7,21,2,,,,,,3443.49438476563
"H32203-04-01",1,21,2,,,,,,3443.49438476563
"H32204-04-01",1,21,2,,,,,,3443.49438476563
"H32205-04-01",1,21,2,,,,,,1721.74719238281
"H32205-04-02",1,21,2,,,,,,1721.74719238281
"H32206-04-01",1,21,2,,,,,,3443.49438476563
"H32207-04-01",1,21,2,,,,,,3443.49438476563
"H32209-04-01",1,21,2,,,,,,1721.74719238281
"H32209-04-02",1,21,2,,,,,,1721.74719238281
"H32401-04-01",3,21,2,,,,,,1513.22998046875
"H32402-04-01",3,21,1,4800000,,"P32402-001","-111",,1513.22998046875
"H32403-04-01",4,21,2,,,,,,1513.22998046875
"H32404-04-01",4,21,2,,,,,,1513.22998046875
"H32405-04-01",4,21,2,,,,,,1513.22998046875
"H32406-04-01",3,21,2,,,,,,1513.22998046875
"H32407-04-01",3,21,2,,,,,,1513.22998046875
"H32408-04-01",5,21,1,9600000,,"P32408-001","P32408-002",,1513.22998046875
"H32409-04-01",3,21,2,,,,,,1513.22998046875
"H32410-04-01",3,21,2,,,,,,1513.22998046875
"H32501-04-01",4,21,2,,,,,,2466.08081054688
"H32502-04-01",3,21,2,,,,,,2466.08081054688
"H32503-04-01",3,21,2,,,,,,2466.08081054688
"H32504-04-01",5,21,1,5000000,,"P32504-002","-111",,2466.08081054688
"H32505-04-01",4,21,2,,,,,,2466.08081054688
"H32506-04-01",3,21,2,,,,,,2466.08081054688
"H32507-04-01",3,21,2,,,,,,2466.08081054688
"H32508-04-01",7,21,2,,,,,,2466.08081054688
"H32509-04-01",3,21,2,,,,,,2466.08081054688
"H32510-04-01",4,21,2,,,,,,2466.08081054688
"H32601-04-01",4,21,2,,,,,,1889.33142089844
"H32602-04-01",96,21,1,10560000,,,,,1889.33142089844
"H32603-04-01",3,21,2,,,,,,1889.33142089844
"H32604-04-01",3,21,2,,,,,,1889.33142089844
"H32605-04-01",4,21,2,,,,,,1889.33142089844
"H32606-04-01",3,21,2,,,,,,1889.33142089844
"H32607-04-01",4,21,2,,,,,,1889.33142089844
"H32608-04-01",3,21,2,,,,,,1889.33142089844
"H32609-04-01",3,21,2,,,,,,1889.33142089844
"H32610-04-01",7,21,2,,,,,,1889.33142089844
"H32701-04-01",3,21,2,,,,,,1890.42163085938
"H32702-04-01",4,21,1,12000000,,"P32702-002","P32702-001",,1890.42163085938
"H32703-04-01",4,21,2,,,,,,1890.42163085938
"H32704-04-01",4,21,2,,,,,,1890.42163085938
"H32705-04-01",4,21,2,,,,,,1890.42163085938
"H32707-04-01",4,21,2,,,,,,1890.42163085938
"H32708-04-01",7,21,1,4440000,,"P32708-002","-111",,1890.42163085938
"H32709-04-01",4,21,2,,,,,,1890.42163085938
"H32710-04-01",3,21,2,,,,,,1890.42163085938
"H32801-04-01",4,21,1,1680000,,"P32801-001","-111",,2437.23754882813
"H32802-04-01",4,21,1,14400000,,"P32802-001","-111",,2437.23754882813
"H32803-04-01",3,21,2,,,,,,2437.23754882813
"H32804-04-01",5,21,1,20280000,,"P32804-001","-111",,2437.23754882813
"H32805-04-01",3,21,2,,,,,,2437.23754882813
"H32806-04-01",4,21,2,,,,,,2437.23754882813
"H32807-04-01",4,21,2,,,,,,2437.23754882813
"H32810-04-01",7,21,2,,,,,,2437.23754882813
"H32901-04-01",3,21,1,2400000,,"P32901-001","P32901-002",,1860.48669433594
"H32902-04-01",7,21,2,,,,,,1860.48669433594
"H32903-04-01",4,21,2,,,,,,1860.48669433594
"H32904-04-01",7,21,2,,,,,,1860.48669433594
"H32905-04-01",3,21,2,,,,,,1860.48669433594
"H32906-04-01",4,21,2,,,,,,1860.48669433594
"H32907-04-01",4,21,2,,,,,,1860.48669433594
"H32908-04-01",4,21,2,,,,,,1860.48669433594
"H32909-04-01",4,21,1,7200000,,"P32909-001","P32909-004",,1860.48669433594
"H32910-04-01",3,21,2,,,,,,1860.48669433594
"H33001-04-01",5,21,1,5600000,,"P33001-001","P33001-002",,3345.22802734375
"H33002-04-01",4,21,2,,,,,,3345.22802734375
"H33003-04-01",3,21,2,,,,,,3345.22802734375
"H33004-04-01",3,21,2,,,,,,3345.22802734375
"H33005-04-01",4,21,1,500000,,"P33005-001","-111",,3345.22802734375
"H33008-04-01",3,21,2,,,,,,3345.22802734375
"H33101-04-01",96,21,2,,,,,,3421.5068359375
"H33102-04-01",3,21,2,,,,,,3421.5068359375
"H33103-04-01",4,21,2,,,,,,3421.5068359375
"H33104-04-01",4,21,2,,,,,,3421.5068359375
"H33105-04-01",4,21,2,,,,,,3421.5068359375
"H33106-04-01",96,21,2,,,,,,3421.5068359375
"H33107-04-01",4,21,2,,,,,,3421.5068359375
"H33108-04-01",4,21,1,6000000,,"-777",,,3421.5068359375
"H33109-04-01",4,21,2,,,,,,3421.5068359375
"H33110-04-01",96,21,2,,,,,,3421.5068359375
"H33201-04-01",4,21,2,,,,,,497.993225097656
"H33202-04-01",4,21,1,11040000,,"P33202-001","P33202-002",,497.993225097656
"H33203-04-01",3,21,2,,,,,,497.993225097656
"H33204-04-01",4,21,2,,,,,,497.993225097656
"H33205-04-01",5,21,1,8500000,,"P33205-001","P33205-002",,497.993225097656
"H33206-04-01",3,21,2,,,,,,497.993225097656
"H33208-04-01",4,21,2,,,,,,497.993225097656
"H33209-04-01",4,21,2,,,,,,497.993225097656
"H33210-04-01",4,21,2,,,,,,497.993225097656
"H33301-04-01",4,21,2,,,,,,1654.23364257813
"H33302-04-01",7,21,2,,,,,,1654.23364257813
"H33303-04-01",4,21,2,,,,,,1654.23364257813
"H33304-04-01",4,21,2,,,,,,1654.23364257813
"H33305-04-01",4,21,2,,,,,,1654.23364257813
"H33306-04-01",3,21,2,,,,,,1654.23364257813
"H33307-04-01",4,21,1,9420000,,"P33307-001","-111",,1654.23364257813
"H33308-04-01",4,21,1,1440000,,"P33308-001","-111",,1654.23364257813
"H33309-04-01",3,21,2,,,,,,1654.23364257813
"H33310-04-01",4,21,2,,,,,,1654.23364257813
"H33401-04-01",5,21,1,12000000,,"P33401-001","P33401-002",,1517.69372558594
"H33402-04-01",4,21,2,,,,,,1517.69372558594
"H33403-04-01",3,21,1,1800000,,"P33403-002","P33403-001",,1517.69372558594
"H33404-04-01",5,21,1,9600000,,"P33404-001","P33404-002",,1517.69372558594
"H33405-04-01",3,21,2,,,,,,1517.69372558594
"H33406-04-01",3,21,1,3060000,,"P33406-001","-111",,1517.69372558594
"H33407-04-01",3,21,2,,,,,,1517.69372558594
"H33408-04-01",3,21,2,,,,,,1517.69372558594
"H33410-04-01",4,21,2,,,,,,1517.69372558594
"H33501-04-01",1,21,2,,,,,,2588.154296875
"H33502-04-01",4,21,2,,,,,,2588.154296875
"H33503-04-01",1,21,2,,,,,,2588.154296875
"H33504-04-01",1,21,2,,,,,,2588.154296875
"H33505-04-01",1,21,2,,,,,,2588.154296875
"H33506-04-01",4,21,2,,,,,,2588.154296875
"H33507-04-01",1,21,2,,,,,,2588.154296875
"H33508-04-01",1,21,2,,,,,,2588.154296875
"H33509-04-01",1,21,2,,,,,,2588.154296875
"H33510-04-01",3,21,2,,,,,,2588.154296875
"H33601-04-01",4,21,2,,,,,,2330.68798828125
"H33602-04-01",4,21,2,,,,,,2330.68798828125
"H33603-04-01",1,21,1,620000,,"P33603-001","-111",,2330.68798828125
"H33604-04-01",1,21,2,,,,,,2330.68798828125
"H33605-04-01",1,21,2,,,,,,2330.68798828125
"H33606-04-01",1,21,1,3400000,,"P33606-001","P33606-002",,2330.68798828125
"H33607-04-01",4,21,2,,,,,,2330.68798828125
"H33608-04-01",4,21,2,,,,,,2330.68798828125
"H33609-04-01",4,21,2,,,,,,2330.68798828125
"H33610-04-01",3,21,2,,,,,,2330.68798828125
"H33701-04-01",3,21,2,,,,,,2240.11083984375
"H33702-04-01",3,21,2,,,,,,2240.11083984375
"H33703-04-01",3,21,2,,,,,,2240.11083984375
"H33704-04-01",3,21,2,,,,,,2240.11083984375
"H33705-04-01",3,21,2,,,,,,2240.11083984375
"H33706-04-01",3,21,2,,,,,,2240.11083984375
"H33707-04-01",3,21,1,1000000,,"P33707-002","P33707-001",,2240.11083984375
"H33708-04-01",3,21,2,,,,,,2240.11083984375
"H33709-04-01",3,21,2,,,,,,2240.11083984375
"H33710-04-01",3,21,2,,,,,,2240.11083984375
"H33801-04-01",1,21,2,,,,,,4106.56884765625
"H33802-04-01",3,21,2,,,,,,4106.56884765625
"H33803-04-01",3,21,2,,,,,,4106.56884765625
"H33804-04-01",3,21,2,,,,,,4106.56884765625
"H33805-04-01",4,21,2,,,,,,4106.56884765625
"H33806-04-01",2,21,2,,,,,,4106.56884765625
"H33807-04-01",4,21,2,,,,,,4106.56884765625
"H33808-04-01",1,21,2,,,,,,4106.56884765625
"H33809-04-01",3,21,2,,,,,,4106.56884765625
"H33810-04-01",1,21,2,,,,,,4106.56884765625
"H33901-04-01",3,21,2,,,,,,4673.64306640625
"H33902-04-01",7,21,2,,,,,,4673.64306640625
"H33903-04-01",3,21,2,,,,,,4673.64306640625
"H33904-04-01",4,21,2,,,,,,4673.64306640625
"H33905-04-01",3,21,2,,,,,,4673.64306640625
"H33906-04-01",3,21,2,,,,,,4673.64306640625
"H33907-04-01",1,21,2,,,,,,4673.64306640625
"H33908-04-01",3,21,2,,,,,,4673.64306640625
"H33909-04-01",3,21,2,,,,,,4673.64306640625
"H33910-04-01",3,21,2,,,,,,4673.64306640625
"H34001-04-01",1,21,2,,,,,,2421.95361328125
"H34002-04-01",4,21,2,,,,,,2421.95361328125
"H34003-04-01",1,21,1,960000,,"P34003-001","P34003-002",,2421.95361328125
"H34004-04-01",4,21,2,,,,,,2421.95361328125
"H34005-04-01",7,21,2,,,,,,2421.95361328125
"H34006-04-01",7,21,2,,,,,,2421.95361328125
"H34007-04-01",4,21,2,,,,,,2421.95361328125
"H34008-04-01",3,21,2,,,,,,2421.95361328125
"H34009-04-01",3,21,2,,,,,,2421.95361328125
"H34010-04-01",7,21,2,,,,,,2421.95361328125
"H34101-04-01",1,21,2,,,,,,3394.763671875
"H34102-04-01",1,21,2,,,,,,3394.763671875
"H34103-04-01",3,21,2,,,,,,3394.763671875
"H34104-04-01",96,21,2,,,,,,3394.763671875
"H34105-04-01",1,21,2,,,,,,3394.763671875
"H34106-04-01",1,21,2,,,,,,3394.763671875
"H34107-04-01",3,21,2,,,,,,3394.763671875
"H34108-04-01",1,21,2,,,,,,3394.763671875
"H34109-04-01",1,21,2,,,,,,3394.763671875
"H34110-04-01",1,21,2,,,,,,3394.763671875
"H34201-04-01",3,21,2,,,,,,2461.78002929688
"H34202-04-01",1,21,2,,,,,,2461.78002929688
"H34203-04-01",1,21,2,,,,,,2461.78002929688
"H34204-04-01",1,21,2,,,,,,2461.78002929688
"H34205-04-01",4,21,2,,,,,,2461.78002929688
"H34206-04-01",1,21,1,500000,,"P34206-001","-111",,2461.78002929688
"H34207-04-01",3,21,2,,,,,,2461.78002929688
"H34208-04-01",1,21,2,,,,,,2461.78002929688
"H34209-04-01",1,21,2,,,,,,2461.78002929688
"H34210-04-01",3,21,2,,,,,,2461.78002929688
"H34301-04-01",1,21,2,,,,,,4167.21923828125
"H34302-04-01",1,21,2,,,,,,4167.21923828125
"H34303-04-01",1,21,2,,,,,,4167.21923828125
"H34304-04-01",7,21,2,,,,,,4167.21923828125
"H34305-04-01",4,21,2,,,,,,4167.21923828125
"H34306-04-01",1,21,2,,,,,,4167.21923828125
"H34308-04-01",1,21,2,,,,,,4167.21923828125
"H34309-04-01",3,21,2,,,,,,4167.21923828125
"H34310-04-01",4,21,2,,,,,,4167.21923828125
"H34401-04-02",1,21,2,,,,,,6452.8603515625
"H34402-04-01",3,21,2,,,,,,6452.8603515625
"H34403-04-01",1,21,2,,,,,,6452.8603515625
"H34404-04-01",3,21,2,,,,,,6452.8603515625
"H34405-04-01",1,21,2,,,,,,6452.8603515625
"H34406-04-01",1,21,2,,,,,,6452.8603515625
"H34407-04-01",3,21,2,,,,,,6452.8603515625
"H34409-04-01",7,21,2,,,,,,6452.8603515625
"H34410-04-01",3,21,2,,,,,,6452.8603515625
"H34501-04-01",5,21,1,18000000,,"P34501-001","-111",,1908.18579101563
"H34502-04-01",96,21,2,,,,,,1908.18579101563
"H34503-04-01",5,21,1,500000,,"P34503-001","P34503-002",,1908.18579101563
"H34504-04-01",4,21,2,,,,,,1908.18579101563
"H34505-04-01",96,21,2,,,,,,1908.18579101563
"H34506-04-01",3,21,2,,,,,,1908.18579101563
"H34507-04-01",3,21,2,,,,,,1908.18579101563
"H34508-04-01",4,21,2,,,,,,1908.18579101563
"H34509-04-01",4,21,2,,,,,,1908.18579101563
"H34510-04-01",3,21,2,,,,,,1908.18579101563
"H34601-04-01",3,21,2,,,,,,4612.7412109375
"H34602-04-01",4,21,2,,,,,,4612.7412109375
"H34603-04-01",3,21,2,,,,,,4612.7412109375
"H34604-04-01",4,21,2,,,,,,4612.7412109375
"H34605-04-01",3,21,2,,,,,,4612.7412109375
"H34606-04-01",4,21,2,,,,,,4612.7412109375
"H34607-04-01",3,21,2,,,,,,4612.7412109375
"H34608-04-01",4,21,2,,,,,,4612.7412109375
"H34609-04-01",4,21,2,,,,,,4612.7412109375
"H34610-04-01",4,21,1,720000,,"P34610-001","-111",,4612.7412109375
"H34701-04-01",3,21,2,,,,,,2299.67822265625
"H34703-04-01",3,21,2,,,,,,2299.67822265625
"H34704-04-01",3,21,2,,,,,,2299.67822265625
"H34705-04-01",3,21,2,,,,,,2299.67822265625
"H34706-04-01",3,21,2,,,,,,2299.67822265625
"H34707-04-01",4,21,2,,,,,,2299.67822265625
"H34708-04-01",4,21,2,,,,,,2299.67822265625
"H34709-04-01",5,21,2,,,,,,2299.67822265625
"H34710-04-01",4,21,2,,,,,,2299.67822265625
"H34901-04-01",96,21,2,,,,,,2306.8203125
"H34902-04-01",3,21,1,120000,,"P34902-001","-111",,2306.8203125
"H34903-04-01",5,21,1,10800000,,"P34903-001","P34903-002",,2306.8203125
"H34904-04-01",7,21,2,,,,,,2306.8203125
"H34905-04-01",3,21,2,,,,,,2306.8203125
"H34906-04-01",4,21,2,,,,,,2306.8203125
"H34907-04-01",4,21,2,,,,,,2306.8203125
"H34908-04-01",3,21,2,,,,,,2306.8203125
"H34910-04-01",3,21,2,,,,,,2306.8203125
"H35001-04-01",1,21,1,20000,,"P35001-001","-111",,707.40234375
"H35002-04-01",1,21,2,,,,,,707.40234375
"H35003-04-01",3,21,2,,,,,,707.40234375
"H35004-04-01",4,21,2,,,,,,707.40234375
"H35005-04-01",3,21,2,,,,,,707.40234375
"H35006-04-01",1,21,2,,,,,,707.40234375
"H35007-04-01",1,21,2,,,,,,707.40234375
"H35008-04-01",4,21,2,,,,,,707.40234375
"H35009-04-01",1,21,2,,,,,,707.40234375
"H35010-04-01",7,21,2,,,,,,707.40234375
"H35101-04-01",3,21,2,,,,,,2409.94018554688
"H35102-04-01",1,21,2,,,,,,2409.94018554688
"H35103-04-01",1,21,2,,,,,,2409.94018554688
"H35104-04-01",3,21,2,,,,,,2409.94018554688
"H35105-04-02",1,21,2,,,,,,2409.94018554688
"H35106-04-01",3,21,2,,,,,,2409.94018554688
"H35107-04-01",3,21,2,,,,,,2409.94018554688
"H35108-04-01",4,21,1,480000,,"P35108-001","-111",,2409.94018554688
"H35109-04-01",1,21,2,,,,,,2409.94018554688
"H35110-04-01",1,21,2,,,,,,2409.94018554688
"H35201-04-01",4,21,2,,,,,,2257.27416992188
"H35202-04-01",4,21,2,,,,,,2257.27416992188
"H35203-04-01",3,21,2,,,,,,2257.27416992188
"H35204-04-01",7,21,2,,,,,,2257.27416992188
"H35205-04-01",4,21,1,600000,,"P35205-001","-111",,2257.27416992188
"H35206-04-01",4,21,1,240000,,"P35206-001","-111",,2257.27416992188
"H35207-04-01",7,21,2,,,,,,2257.27416992188
"H35208-04-01",1,21,2,,,,,,2257.27416992188
"H35210-04-01",5,21,1,3960000,,"P35210-001","P35210-002",,2257.27416992188
"H35301-04-01",7,21,1,1200000,,"P35301-001","P35301-003",,1059.9375
"H35302-04-01",4,21,2,,,,,,1059.9375
"H35303-04-01",3,21,2,,,,,,1059.9375
"H35304-04-01",7,21,1,1500000,,"P35304-001","P35304-002",,1059.9375
"H35305-04-01",4,21,2,,,,,,1059.9375
"H35306-04-01",3,21,2,,,,,,1059.9375
"H35307-04-01",7,21,2,,,,,,1059.9375
"H35308-04-01",4,21,2,,,,,,1059.9375
"H35309-04-01",4,21,2,,,,,,1059.9375
"H35310-04-01",4,21,2,,,,,,1059.9375
"H35401-04-01",4,21,2,,,,,,733.614135742188
"H35402-04-01",4,21,2,,,,,,733.614135742188
"H35403-04-01",4,21,2,,,,,,733.614135742188
"H35404-04-01",7,21,2,,,,,,733.614135742188
"H35405-04-01",3,21,2,,,,,,733.614135742188
"H35406-04-01",1,21,2,,,,,,733.614135742188
"H35407-04-01",3,21,2,,,,,,733.614135742188
"H35408-04-01",1,21,2,,,,,,733.614135742188
"H35409-04-01",4,21,2,,,,,,733.614135742188
"H35410-04-01",3,21,2,,,,,,733.614135742188
"H35501-04-01",5,21,2,,,,,,5974.580078125
"H35502-04-01",3,21,2,,,,,,5974.580078125
"H35503-04-01",3,21,2,,,,,,5974.580078125
"H35504-04-01",1,21,2,,,,,,5974.580078125
"H35505-04-01",4,21,2,,,,,,5974.580078125
"H35506-04-01",1,21,2,,,,,,5974.580078125
"H35507-04-01",7,21,2,,,,,,5974.580078125
"H35508-04-01",1,21,2,,,,,,5974.580078125
"H35509-04-02",4,21,2,,,,,,5974.580078125
"H35510-04-01",3,21,2,,,,,,5974.580078125
"H35601-04-01",1,21,2,,,,,,2553.11254882813
"H35602-04-01",7,21,2,,,,,,2553.11254882813
"H35603-04-01",3,21,2,,,,,,2553.11254882813
"H35604-04-01",3,21,2,,,,,,2553.11254882813
"H35605-04-01",1,21,2,,,,,,2553.11254882813
"H35606-04-01",1,21,2,,,,,,2553.11254882813
"H35607-04-01",7,21,2,,,,,,2553.11254882813
"H35608-04-01",1,21,2,,,,,,2553.11254882813
"H35609-04-01",1,21,2,,,,,,2553.11254882813
"H35610-04-01",3,21,2,,,,,,2553.11254882813
"H35701-04-01",1,21,1,90000,,"P35701-003","-111",,4125.23486328125
"H35702-04-01",3,21,2,,,,,,4125.23486328125
"H35703-04-01",4,21,2,,,,,,4125.23486328125
"H35704-04-01",7,21,1,2160000,,"P35704-001","P35704-003",,4125.23486328125
"H35705-04-01",3,21,2,,,,,,4125.23486328125
"H35706-04-01",4,21,2,,,,,,4125.23486328125
"H35707-04-01",4,21,1,500000,,"P35707-001","-111",,4125.23486328125
"H35708-04-01",7,21,2,,,,,,4125.23486328125
"H35709-04-01",4,21,2,,,,,,4125.23486328125
"H35710-04-01",1,21,1,90000,,"P35710-002","-111",,4125.23486328125
"H35801-04-01",3,21,2,,,,,,3136.74340820313
"H35802-04-01",4,21,2,,,,,,3136.74340820313
"H35803-04-01",1,21,2,,,,,,3136.74340820313
"H35804-04-01",3,21,2,,,,,,3136.74340820313
"H35805-04-01",1,21,2,,,,,,3136.74340820313
"H35806-04-01",1,21,2,,,,,,3136.74340820313
"H35807-04-01",3,21,2,,,,,,3136.74340820313
"H35808-04-01",3,21,2,,,,,,3136.74340820313
"H35809-04-01",3,21,2,,,,,,3136.74340820313
"H35810-04-01",3,21,1,300000,,"P35810-001","P35810-002",,3136.74340820313
"H35901-04-01",1,21,2,,,,,,2865.50756835938
